Observation URI,refArea,Percentage of cases out of national total ,structure,Existence of chronic diseases - Hypertension,Existence of chronic diseases - does not exist,Town,Nb of Covid-19 cases,Existence of chronic diseases - Cardiovascular disease ,dataset,Existence of chronic diseases - Diabetes 
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Benouati+Jezzine,South_Governorate,1e-02,nan,1,0,Benouati Jezzine,62,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bent+Jbeil,Bint_Jbeil_District,7e-02,nan,1,0,Bent Jbeil,767,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Beqaata+Aachqout,Keserwan_District,1e-02,nan,0,0,Beqaata Aachqout,88,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Beqaata+Kanaan,Keserwan_District,0e+00,nan,1,0,Beqaata Kanaan,14,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Berbara+Aakkar,Akkar_Governorate,0e+00,nan,1,0,Berbara Aakkar,19,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Berbara+Jbeil,Byblos_District,0e+00,nan,1,0,Berbara Jbeil,38,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Berhalioun,Bsharri_District,0e+00,nan,0,0,Berhalioun,28,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Berti,Sidon_District,1e-02,nan,1,0,Berti,60,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Beslouqit,Zgharta_District,0e+00,nan,1,0,Beslouqit,17,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Besri+Jezzine,South_Governorate,0e+00,nan,1,0,Besri Jezzine,7,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bestiyat,Tyre_District,0e+00,nan,1,0,Bestiyat,3,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bezbina,Akkar_Governorate,1e-02,nan,1,0,Bezbina,142,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bhamdoun+Ed-Dayaa,Aley_District,3e-02,nan,0,0,Bhamdoun Ed-Dayaa,348,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bhamdoun+El-Mhatta,Aley_District,1e-02,nan,1,0,Bhamdoun El-Mhatta,81,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bhersaf,Matn_District,2e-02,nan,1,0,Bhersaf,179,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bichtlida,Byblos_District,0e+00,nan,1,0,Bichtlida,28,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bijdarfil,Batroun_District,2e-02,nan,1,0,Bijdarfil,191,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bikfaya,Matn_District,6e-02,nan,1,0,Bikfaya,617,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Binnay,Aley_District,1e-02,nan,1,0,Binnay,112,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bintaael,Byblos_District,1e-02,nan,1,0,Bintaael,83,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Biret+Aakkar,Akkar_Governorate,0e+00,nan,1,0,Biret Aakkar,17,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Biret+Rachaya,Beqaa_Governorate,0e+00,nan,1,0,Biret Rachaya,3,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bisrin,Aley_District,0e+00,nan,1,0,Bisrin,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bissariyeh,Sidon_District,7e-02,nan,1,0,Bissariyeh,705,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Biyad,Tyre_District,0e+00,nan,0,0,Biyad,5,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bizhel,Keserwan_District,0e+00,nan,1,0,Bizhel,5,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bkassine,South_Governorate,1e-02,nan,1,0,Bkassine,152,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bkeftine,North_Governorate,1e-02,nan,1,0,Bkeftine,87,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bkhichtay,Aley_District,0e+00,nan,1,0,Bkhichtay,39,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Blaouza,Bsharri_District,1e-02,nan,1,0,Blaouza,80,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Blat+Marjaayoun,Marjeyoun_District,2.1e-01,nan,1,0,Blat Marjaayoun,2192,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Blaybel,Aley_District,9e-02,nan,1,0,Blaybel,963,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Blida,Marjeyoun_District,2e-02,nan,1,0,Blida,219,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bmahray,Aley_District,0e+00,nan,0,0,Bmahray,30,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bmakine,Aley_District,0e+00,nan,1,0,Bmakine,29,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bmaryam,Baabda_District,0e+00,nan,1,0,Bmaryam,12,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bnaafoul,Sidon_District,2e-02,nan,1,0,Bnaafoul,162,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bnabil,Matn_District,0e+00,nan,1,1,Bnabil,39,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bnehran,North_Governorate,1e-02,nan,0,1,Bnehran,97,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bnoueiti,Mount_Lebanon_Governorate,0e+00,nan,1,0,Bnoueiti,13,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bohayra,Zgharta_District,0e+00,nan,0,0,Bohayra,2,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bohwara,Aley_District,0e+00,nan,1,0,Bohwara,0,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+Aakkar,Akkar_Governorate,0e+00,nan,1,0,Borj Aakkar,50,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+El-Moulouk,Marjeyoun_District,1e-02,nan,1,0,Borj El-Moulouk,148,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+El-Yahoudiyeh,MiniyehâDanniyeh_District,0e+00,nan,1,0,Borj El-Yahoudiyeh,5,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+En-Naqoura,Tyre_District,5e-02,nan,1,0,Borj En-Naqoura,577,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+Rahhal,Tyre_District,1.2e-01,nan,1,0,Borj Rahhal,1231,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+qalaouiyeh,Bint_Jbeil_District,3e-02,nan,0,0,Borj qalaouiyeh,290,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Botmeh,Mount_Lebanon_Governorate,1e-02,nan,1,0,Botmeh,153,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bouaida,Marjeyoun_District,0e+00,nan,1,0,Bouaida,8,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bouar,Keserwan_District,1e-01,nan,1,0,Bouar,1041,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bouarej,ZahlÃ©_District,2e-02,nan,1,0,Bouarej,229,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Boulhos,Byblos_District,0e+00,nan,0,0,Boulhos,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bourj+El+Arab,Akkar_Governorate,1e-02,nan,1,0,Bourj El Arab,95,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bourj+El-Brajneh,Baabda_District,1.54e+00,nan,0,1,Bourj El-Brajneh,16251,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bourj+Hammoud,Matn_District,8e-02,nan,0,0,Bourj Hammoud,815,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bourjein,Mount_Lebanon_Governorate,4e-02,nan,1,0,Bourjein,430,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Boussit,Zgharta_District,0e+00,nan,1,0,Boussit,1,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Boustane,Tyre_District,0e+00,nan,1,0,Boustane,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Boustane+Heresh,Akkar_Governorate,0e+00,nan,1,0,Boustane Heresh,10,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Boutchay,Baabda_District,6e-02,nan,0,1,Boutchay,634,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqaa+Kafra,Bsharri_District,1e-02,nan,1,0,Bqaa Kafra,56,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqaa+Sefrine,MiniyehâDanniyeh_District,1e-02,nan,1,0,Bqaa Sefrine,122,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqaatouta,Keserwan_District,1e-02,nan,1,0,Bqaatouta,127,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqarsouna,MiniyehâDanniyeh_District,1e-02,nan,0,0,Bqarsouna,146,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqerqacha,Bsharri_District,0e+00,nan,1,0,Bqerqacha,46,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqerzla,Akkar_Governorate,0e+00,nan,1,0,Bqerzla,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqosta,Sidon_District,1.3e-01,nan,1,0,Bqosta,1326,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Braiqeaa,Nabatieh_Governorate,3e-02,nan,1,0,Braiqeaa,311,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bramiyeh,Sidon_District,2e-02,nan,1,0,Bramiyeh,202,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Breissat,Bsharri_District,0e+00,nan,1,0,Breissat,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Brih,Mount_Lebanon_Governorate,3e-02,nan,1,0,Brih,308,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Brital,Baalbek-Hermel_Governorate,1.9e-01,nan,1,0,Brital,1992,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Broummana+El-Matn,Matn_District,1e-01,nan,0,0,Broummana El-Matn,1109,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsaba+Baabda,Baabda_District,1e-01,nan,1,0,Bsaba Baabda,1084,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsaba+Ech-Chouf,Mount_Lebanon_Governorate,2e-02,nan,1,0,Bsaba Ech-Chouf,212,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsalim,Matn_District,3e-01,nan,0,1,Bsalim,3190,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsalya,South_Governorate,0e+00,nan,1,0,Bsalya,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsarma,North_Governorate,3e-02,nan,1,0,Bsarma,270,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsous,Aley_District,5e-02,nan,0,0,Bsous,573,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btaaboura,North_Governorate,1e-02,nan,1,0,Btaaboura,110,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btalloun,Aley_District,0e+00,nan,1,0,Btalloun,8,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btater,Aley_District,2e-02,nan,0,1,Btater,225,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btedaai,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Btedaai,3,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btedine+El-Leqch,South_Governorate,0e+00,nan,1,0,Btedine El-Leqch,11,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bteghrine,Matn_District,1e-02,nan,1,0,Bteghrine,73,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btekhnay,Baabda_District,1e-02,nan,1,0,Btekhnay,115,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btermaz,MiniyehâDanniyeh_District,1e-02,nan,1,0,Btermaz,78,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bterram,North_Governorate,3e-02,nan,1,0,Bterram,279,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btouratij,North_Governorate,4e-02,nan,1,0,Btouratij,402,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Byaqout,Matn_District,1.7e-01,nan,1,0,Byaqout,1811,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bzal,Akkar_Governorate,2e-02,nan,1,0,Bzal,189,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bziza,North_Governorate,2e-02,nan,1,0,Bziza,242,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bzoummar,Keserwan_District,1e-02,nan,1,0,Bzoummar,97,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chaaitiyeh-Malkiyah,Tyre_District,7e-02,nan,1,0,Chaaitiyeh-Malkiyah,752,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chaat,Baalbek-Hermel_Governorate,4e-02,nan,0,0,Chaat,451,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chadra,Akkar_Governorate,1e-02,nan,1,0,Chadra,148,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chahtoul,Keserwan_District,2e-02,nan,0,0,Chahtoul,207,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chamaa,Tyre_District,1e-02,nan,0,0,Chamaa,108,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chamate,Byblos_District,0e+00,nan,1,0,Chamate,22,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chanay,Aley_District,2e-02,nan,1,0,Chanay,197,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chane,Akkar_Governorate,1e-02,nan,1,0,Chane,120,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chaouiyeh,Matn_District,1.1e-01,nan,0,0,Chaouiyeh,1119,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chaqdouf,Akkar_Governorate,0e+00,nan,1,0,Chaqdouf,13,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Charbila,Akkar_Governorate,1e-02,nan,1,0,Charbila,54,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Charbine+El-Hermel,Hermel_District,1e-02,nan,1,0,Charbine El-Hermel,110,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Charoun,Aley_District,3e-02,nan,1,0,Charoun,296,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Charqiyeh,Nabatieh_Governorate,7e-02,nan,0,1,Charqiyeh,702,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chartoun,Aley_District,0e+00,nan,0,1,Chartoun,42,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chebaa,Hasbaya_District,4e-02,nan,1,0,Chebaa,433,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chehabiyeh,Tyre_District,1.9e-01,nan,1,0,Chehabiyeh,1986,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chehabiyeh+Faour,ZahlÃ©_District,0e+00,nan,1,0,Chehabiyeh Faour,10,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chehour,Tyre_District,4e-02,nan,1,0,Chehour,470,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Cheikh+Ayash,Akkar_Governorate,0e+00,nan,0,0,Cheikh Ayash,36,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Cheikh+Mohammad,Akkar_Governorate,2e-02,nan,1,0,Cheikh Mohammad,232,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Cheikh+Taba,Akkar_Governorate,2e-02,nan,1,0,Cheikh Taba,227,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Cheikh+Zennad,Akkar_Governorate,0e+00,nan,1,0,Cheikh Zennad,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Cheikhlar,Akkar_Governorate,1e-02,nan,1,0,Cheikhlar,128,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chhim,Mount_Lebanon_Governorate,3.9e-01,nan,1,0,Chhim,4117,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chibtine,Batroun_District,1e-02,nan,1,0,Chibtine,54,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chihine,Tyre_District,1e-02,nan,1,0,Chihine,77,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chikhane,Byblos_District,0e+00,nan,1,0,Chikhane,50,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chikka,Batroun_District,1.8e-01,nan,0,0,Chikka,1896,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chimlane,Aley_District,0e+00,nan,1,0,Chimlane,16,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chiyah,Baabda_District,3.8e-01,nan,1,0,Chiyah,4002,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chlifa,Baalbek-Hermel_Governorate,1e-02,nan,0,0,Chlifa,115,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chmistar,Baalbek-Hermel_Governorate,1.3e-01,nan,0,0,Chmistar,1364,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chnanaair,Keserwan_District,2e-02,nan,1,0,Chnanaair,196,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Choualiq+Jezzine,South_Governorate,1e-02,nan,1,0,Choualiq Jezzine,105,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chouaya+Hasbaiya,Hasbaya_District,1e-02,nan,1,0,Chouaya Hasbaiya,84,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chouaya+Maten,Matn_District,0e+00,nan,0,0,Chouaya Maten,5,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Choueifat+El-Aamrousiyeh,Aley_District,2.75e+00,nan,1,0,Choueifat El-Aamrousiyeh,29081,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chouit,Baabda_District,1e-02,nan,1,0,Chouit,128,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Choukine,Nabatieh_Governorate,3e-02,nan,1,0,Choukine,320,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chourit,Mount_Lebanon_Governorate,0e+00,nan,1,0,Chourit,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chtaura,ZahlÃ©_District,7e-02,nan,1,0,Chtaura,728,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Daghleh,Akkar_Governorate,0e+00,nan,0,0,Daghleh,12,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dahr+El-Ahmar,Beqaa_Governorate,2e-02,nan,1,0,Dahr El-Ahmar,221,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dahr+El-Maghara,Mount_Lebanon_Governorate,0e+00,nan,0,0,Dahr El-Maghara,4,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dahr+El-Qanbar,Akkar_Governorate,0e+00,nan,1,0,Dahr El-Qanbar,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dahr+Es-Souane+El-Matn,Matn_District,3e-02,nan,1,0,Dahr Es-Souane El-Matn,329,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dahr+Laissine,Akkar_Governorate,0e+00,nan,1,0,Dahr Laissine,13,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dalhoun,Mount_Lebanon_Governorate,5e-02,nan,1,0,Dalhoun,476,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Damalsa,Byblos_District,0e+00,nan,0,0,Damalsa,13,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Damour,Mount_Lebanon_Governorate,7e-02,nan,1,0,Damour,712,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Daoura,Akkar_Governorate,2e-02,nan,1,0,Daoura,171,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Daqqoun,Aley_District,0e+00,nan,0,0,Daqqoun,23,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dar+Baaechtar,North_Governorate,3e-02,nan,1,0,Dar Baaechtar,310,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dar+Chmizzine,North_Governorate,1e-02,nan,1,0,Dar Chmizzine,58,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Daraaoun,Keserwan_District,2e-02,nan,0,0,Daraaoun,224,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Daraiya+Ech-Chouf,Mount_Lebanon_Governorate,9e-02,nan,1,0,Daraiya Ech-Chouf,945,1,Health_Status-Lebanon-2023,1
