Observation URI,refArea,Percentage of cases out of national total ,structure,Existence of chronic diseases - Hypertension,Existence of chronic diseases - does not exist,Town,Nb of Covid-19 cases,Existence of chronic diseases - Cardiovascular disease ,dataset,Existence of chronic diseases - Diabetes 
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mhammaret,Akkar_Governorate,1e-02,nan,1,0,Mhammaret,132,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mharbiyeh,South_Governorate,0e+00,nan,1,0,Mharbiyeh,5,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Michmich+Jbeil,Byblos_District,3e-02,nan,1,0,Michmich Jbeil,346,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Midane+Jezzine,South_Governorate,0e+00,nan,1,0,Midane Jezzine,18,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mina+,"Tripoli_District,_Lebanon",2.7e-01,nan,1,0,Mina ,2891,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Minie,MiniyehâDanniyeh_District,2.7e-01,nan,1,0,Minie,2816,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Minyara,Akkar_Governorate,6e-02,nan,1,0,Minyara,625,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Miriata,Zgharta_District,6e-02,nan,1,0,Miriata,669,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Miyeh+ou+Miyeh,Sidon_District,9e-02,nan,1,0,Miyeh ou Miyeh,908,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Miziara,Zgharta_District,9e-02,nan,1,0,Miziara,906,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mjaydel+Jezzine,South_Governorate,0e+00,nan,1,0,Mjaydel Jezzine,10,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mlikh,South_Governorate,0e+00,nan,1,0,Mlikh,50,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mohtaqra,Mount_Lebanon_Governorate,0e+00,nan,0,0,Mohtaqra,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Moqaylbeh,Akkar_Governorate,0e+00,nan,1,0,Moqaylbeh,38,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Moqraq,Baalbek-Hermel_Governorate,0e+00,nan,0,0,Moqraq,22,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Moshrea,Matn_District,0e+00,nan,0,1,Moshrea,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Motel,MiniyehâDanniyeh_District,0e+00,nan,1,0,Motel,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mouanse,Akkar_Governorate,0e+00,nan,1,0,Mouanse,30,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Moukhtara,Mount_Lebanon_Governorate,1e-02,nan,1,0,Moukhtara,83,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mounjez,Akkar_Governorate,0e+00,nan,1,0,Mounjez,34,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mounsef,Byblos_District,3e-02,nan,0,0,Mounsef,275,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mqaiteaa,Akkar_Governorate,0e+00,nan,1,0,Mqaiteaa,7,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mrah+El-Hbasse,South_Governorate,0e+00,nan,1,0,Mrah El-Hbasse,4,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mrah+Es-Sfire,MiniyehâDanniyeh_District,0e+00,nan,1,0,Mrah Es-Sfire,8,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mrah+Es-Srayj,MiniyehâDanniyeh_District,0e+00,nan,1,0,Mrah Es-Srayj,50,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mrah+Ez+Ziyat,Batroun_District,0e+00,nan,1,0,Mrah Ez Ziyat,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mrah+Kwakh,Akkar_Governorate,0e+00,nan,1,0,Mrah Kwakh,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mraijat,Aley_District,0e+00,nan,1,0,Mraijat,2,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mrayjat+Zahleh,ZahlÃ©_District,2e-02,nan,1,0,Mrayjat Zahleh,200,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mristi,Mount_Lebanon_Governorate,1e-02,nan,1,0,Mristi,97,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mrouj,Matn_District,5e-02,nan,1,0,Mrouj,509,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mtayleb,Matn_District,1.6e-01,nan,1,0,Mtayleb,1639,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mtolleh,Mount_Lebanon_Governorate,0e+00,nan,1,0,Mtolleh,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mzraat+Kefraya,Zgharta_District,0e+00,nan,1,0,Mzraat Kefraya,0,1,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nabatiyeh,Nabatieh_Governorate,2.7e-01,nan,1,0,Nabatiyeh,2831,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nabatiyeh+El-Faouka,Nabatieh_Governorate,5e-02,nan,1,0,Nabatiyeh El-Faouka,495,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nabay,Matn_District,8e-02,nan,0,0,Nabay,850,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nabha+Ed-Damdoum,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Nabha Ed-Damdoum,2,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nabha+Mehfara,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Nabha Mehfara,3,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nabha+Qoudam,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Nabha Qoudam,22,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nabi+Ayla,ZahlÃ©_District,2e-02,nan,0,0,Nabi Ayla,165,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nabi+Chit,Baalbek-Hermel_Governorate,1.3e-01,nan,1,0,Nabi Chit,1380,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nabi+Osmane,Baalbek-Hermel_Governorate,2e-02,nan,1,0,Nabi Osmane,237,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nahleh+Baalbek,Baalbek-Hermel_Governorate,4e-02,nan,1,0,Nahleh Baalbek,428,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nahmeh,Mount_Lebanon_Governorate,1.2e-01,nan,0,0,Nahmeh,1314,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nahr+Ibrahim,Byblos_District,9e-02,nan,1,0,Nahr Ibrahim,957,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Najjariyeh,Sidon_District,3e-02,nan,1,0,Najjariyeh,297,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nakhleh,North_Governorate,6e-02,nan,1,0,Nakhleh,613,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Naoura+El-Faouqa,Akkar_Governorate,0e+00,nan,1,0,Naoura El-Faouqa,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nasriyet+Zahleh,ZahlÃ©_District,0e+00,nan,1,0,Nasriyet Zahleh,5,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nfisseh,Akkar_Governorate,0e+00,nan,1,0,Nfisseh,2,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Niha+El-Chouf,Mount_Lebanon_Governorate,3e-02,nan,1,0,Niha El-Chouf,270,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Niha+Zahleh,ZahlÃ©_District,1e-02,nan,1,0,Niha Zahleh,117,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nimrine,MiniyehâDanniyeh_District,1e-02,nan,1,0,Nimrine,83,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Nmairiyeh,Nabatieh_Governorate,3e-02,nan,1,0,Nmairiyeh,322,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouada,Akkar_Governorate,0e+00,nan,1,0,Ouada,12,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Baanqoudaine,South_Governorate,0e+00,nan,1,0,Ouadi Baanqoudaine,27,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Banhlay,Mount_Lebanon_Governorate,0e+00,nan,1,0,Ouadi Banhlay,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Chahine,Matn_District,0e+00,nan,1,0,Ouadi Chahine,11,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Chahrour+El+Aaoulia,Baabda_District,4e-02,nan,1,0,Ouadi Chahrour El Aaoulia,438,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Chahrour+Es-Soufla,Baabda_District,5e-02,nan,1,0,Ouadi Chahrour Es-Soufla,546,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Ed-Deir,Mount_Lebanon_Governorate,0e+00,nan,1,0,Ouadi Ed-Deir,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+El-Haour,Akkar_Governorate,0e+00,nan,1,0,Ouadi El-Haour,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+El-Karm+El-Matn,Matn_District,0e+00,nan,0,1,Ouadi El-Karm El-Matn,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+El-Laymoun,South_Governorate,0e+00,nan,1,0,Ouadi El-Laymoun,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Es-Sitt,Mount_Lebanon_Governorate,0e+00,nan,1,0,Ouadi Es-Sitt,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Faara,Hermel_District,0e+00,nan,0,0,Ouadi Faara,0,1,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Khaled,Akkar_Governorate,3e-02,nan,1,0,Ouadi Khaled,321,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Nakhleh,"Tripoli_District,_Lebanon",0e+00,nan,1,0,Ouadi Nakhleh,47,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouadi+Qannoubine,Bsharri_District,0e+00,nan,1,0,Ouadi Qannoubine,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouardaniyeh,Mount_Lebanon_Governorate,5e-02,nan,1,0,Ouardaniyeh,575,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouarhaniyeh,Mount_Lebanon_Governorate,2e-02,nan,1,0,Ouarhaniyeh,165,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ouata+El-Jaouz,Keserwan_District,0e+00,nan,0,0,Ouata El-Jaouz,11,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qaa+Baalbek,Baalbek-Hermel_Governorate,6e-02,nan,1,0,Qaa Baalbek,611,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qaa+Er-Rim,ZahlÃ©_District,3e-02,nan,1,0,Qaa Er-Rim,273,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qaaqaaiyet+Ej-Jisr,Nabatieh_Governorate,7e-02,nan,0,1,Qaaqaaiyet Ej-Jisr,689,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qaaqaiyet+Es-Snaoubar,Sidon_District,1e-02,nan,0,0,Qaaqaiyet Es-Snaoubar,140,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qaaqour,Matn_District,2e-02,nan,1,0,Qaaqour,232,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qabaait,Akkar_Governorate,2e-02,nan,1,0,Qabaait,169,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qabb+Elias,ZahlÃ©_District,1.7e-01,nan,1,0,Qabb Elias,1746,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qabrikha,Marjeyoun_District,3e-02,nan,0,0,Qabrikha,354,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qachlaq,Akkar_Governorate,0e+00,nan,1,0,Qachlaq,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qahmez,Byblos_District,0e+00,nan,1,0,Qahmez,5,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qalaa,Baabda_District,2e-02,nan,1,0,Qalaa,247,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qalamoun,"Tripoli_District,_Lebanon",9e-02,nan,1,0,Qalamoun,910,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qalaouiyeh,Bint_Jbeil_District,3e-02,nan,1,0,Qalaouiyeh,318,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qalhat,North_Governorate,1e-02,nan,1,0,Qalhat,115,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qannebet+Salima,Matn_District,1e-02,nan,1,0,Qannebet Salima,87,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qantara,Marjeyoun_District,1e-02,nan,1,0,Qantara,157,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qantarat+Aakkar,Akkar_Governorate,0e+00,nan,0,0,Qantarat Aakkar,3,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qanya,Akkar_Governorate,0e+00,nan,1,0,Qanya,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qaouzah,Bint_Jbeil_District,0e+00,nan,1,0,Qaouzah,14,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qaraaoun,Western_Beqaa_District,1.1e-01,nan,1,0,Qaraaoun,1152,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qarah+Bach,Zgharta_District,0e+00,nan,1,0,Qarah Bach,37,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qardaf,Akkar_Governorate,1e-02,nan,0,0,Qardaf,123,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qarha,Akkar_Governorate,0e+00,nan,1,0,Qarha,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qarha+Baalbek,Baalbek-Hermel_Governorate,1e-02,nan,0,0,Qarha Baalbek,56,1,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qarhaiya,MiniyehâDanniyeh_District,0e+00,nan,1,0,Qarhaiya,10,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qarsaita,MiniyehâDanniyeh_District,1e-02,nan,1,0,Qarsaita,112,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qartaba,Byblos_District,1e-02,nan,1,0,Qartaba,146,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qaser,Hermel_District,4e-02,nan,1,0,Qaser,372,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qatrani,South_Governorate,0e+00,nan,1,0,Qatrani,6,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qattineh-Miniyeh,MiniyehâDanniyeh_District,0e+00,nan,1,0,Qattineh-Miniyeh,11,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qaynour,Bsharri_District,0e+00,nan,1,0,Qaynour,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qaytouleh,South_Governorate,0e+00,nan,1,0,Qaytouleh,26,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qbaiyat+Aakkar,Akkar_Governorate,9e-02,nan,1,0,Qbaiyat Aakkar,950,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qelaya,Western_Beqaa_District,0e+00,nan,1,0,Qelaya,11,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qennabet+Broummana,Matn_District,3e-02,nan,1,0,Qennabet Broummana,346,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qennarit,Sidon_District,5e-02,nan,1,0,Qennarit,492,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qild+Es+Sabea,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Qild Es Sabea,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qlaiaa,Marjeyoun_District,4e-02,nan,1,0,Qlaiaa,413,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Qlaileh+Harfoush,Baalbek-Hermel_Governorate,0e+00,nan,0,0,Qlaileh Harfoush,0,0,Health_Status-Lebanon-2023,0
